OTU ID	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6	KEGG_Description
K03596	12936.0	12755.0	14702.0	13934.0	15781.0	14231.0	12836.0	12474.0	13011.0	12473.0	13455.0	12790.0	14257.0	15940.0	14629.0	14363.0	15153.0	14278.0	GTP-binding protein LepA
K03597	5484.0	3626.0	5136.0	5458.0	7998.0	5521.0	3490.0	3245.0	4312.0	4669.0	4339.0	3487.0	5172.0	6777.0	4859.0	5092.0	5579.0	4845.0	sigma-E factor negative regulatory protein RseA
K03590	10292.0	8231.0	11006.0	10740.0	13610.0	11347.0	9067.0	8112.0	9219.0	9458.0	9601.0	8779.0	9909.0	12201.0	10402.0	10420.0	10612.0	10485.0	cell division protein FtsA
K03591	0.0	0.0	1.0	1.0	0.0	0.0	41.0	0.0	0.0	27.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	2.0	cell division protein FtsN
K03592	9541.0	7441.0	9966.0	9901.0	12804.0	10720.0	9111.0	7706.0	8579.0	8581.0	9908.0	9233.0	10266.0	12506.0	10341.0	10246.0	11383.0	9697.0	PmbA protein
K03593	13293.0	13287.0	15363.0	14411.0	16213.0	14747.0	13119.0	12992.0	13364.0	12775.0	13882.0	13138.0	14601.0	16260.0	15082.0	14831.0	15524.0	14649.0	ATP-binding protein involved in chromosome partitioning
K03598	5610.0	3884.0	5254.0	5615.0	8067.0	5620.0	3628.0	3415.0	4429.0	4800.0	4475.0	3633.0	5352.0	7032.0	5021.0	5290.0	5872.0	5024.0	sigma-E factor negative regulatory protein RseB
K03599	6860.0	4745.0	6455.0	6947.0	9235.0	7173.0	4904.0	4325.0	5737.0	5868.0	5831.0	4985.0	6558.0	8548.0	6478.0	6706.0	7108.0	6572.0	stringent starvation protein A;RNA polymerase-associated protein
K01736	12940.0	12764.0	14703.0	13926.0	15767.0	14229.0	12840.0	12472.0	13024.0	12448.0	13462.0	12825.0	14262.0	15920.0	14589.0	14394.0	15142.0	14264.0	chorismate synthase [EC:4.2.3.5]
K01737	10409.0	9279.0	11171.0	10572.0	12484.0	11567.0	11361.0	10586.0	11103.0	10684.0	11526.0	11225.0	11596.0	13513.0	12366.0	11692.0	12123.0	11685.0	6-pyruvoyl tetrahydrobiopterin synthase [EC:4.2.3.12]
K01734	1579.0	1499.0	2280.0	2061.0	2605.0	2116.0	1474.0	2039.0	2024.0	1983.0	1649.0	1819.0	1843.0	2152.0	1667.0	1743.0	2010.0	1879.0	methylglyoxal synthase [EC:4.2.3.3]
K01735	13444.0	14228.0	15532.0	14453.0	15809.0	14422.0	13699.0	13584.0	14297.0	13392.0	14584.0	13872.0	15251.0	16545.0	15800.0	15747.0	16418.0	15155.0	3-dehydroquinate synthase [EC:4.2.3.4]
K01732	2.0	0.0	0.0	2.0	2.0	0.0	19.0	2.0	4.0	14.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	None
K01733	16992.0	19213.0	19715.0	18949.0	18952.0	18682.0	18299.0	18009.0	18232.0	16664.0	18854.0	18452.0	20160.0	20916.0	20502.0	20298.0	21062.0	19573.0	threonine synthase [EC:4.2.3.1]
K01730	67.0	67.0	81.0	94.0	106.0	113.0	111.0	114.0	106.0	119.0	145.0	186.0	100.0	91.0	140.0	115.0	104.0	98.0	oligogalacturonide lyase [EC:4.2.2.6]
K01731	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	pectate disaccharide-lyase [EC:4.2.2.9]
K06049	226.0	252.0	308.0	224.0	222.0	257.0	303.0	233.0	167.0	174.0	215.0	244.0	158.0	165.0	201.0	206.0	161.0	232.0	magnesium chelatase accessory protein
K01738	21280.0	23266.0	25260.0	23774.0	23550.0	24122.0	22743.0	21254.0	22207.0	20809.0	23465.0	22818.0	23906.0	25057.0	24731.0	25153.0	25639.0	24179.0	cysteine synthase A [EC:2.5.1.47]
K01739	6063.0	8645.0	8105.0	6998.0	5418.0	6969.0	7169.0	7873.0	6865.0	6350.0	7282.0	7296.0	7210.0	6416.0	7955.0	7618.0	7592.0	7764.0	cystathionine gamma-synthase [EC:2.5.1.48]
K11809	48.0	61.0	80.0	51.0	34.0	58.0	30.0	56.0	66.0	44.0	43.0	34.0	99.0	70.0	64.0	48.0	116.0	100.0	glucose-1,6-bisphosphate synthase [EC:2.7.1.106]
K05343	4716.0	6894.0	5420.0	5188.0	3871.0	5176.0	5331.0	5971.0	5832.0	5177.0	5611.0	5467.0	5910.0	5285.0	6092.0	6039.0	6345.0	5730.0	maltose alpha-D-glucosyltransferase [EC:5.4.99.16]
K02422	8694.0	7225.0	8700.0	9390.0	11180.0	9575.0	7290.0	6896.0	8045.0	7806.0	8112.0	7577.0	8765.0	10731.0	8846.0	8871.0	9259.0	8655.0	flagellar protein FliS
K02421	10656.0	8890.0	11529.0	11544.0	14353.0	12238.0	9139.0	8506.0	9201.0	9303.0	10046.0	9223.0	10164.0	12395.0	10497.0	10671.0	11191.0	10537.0	flagellar biosynthetic protein FliR
K05340	190.0	192.0	256.0	266.0	317.0	264.0	348.0	209.0	255.0	257.0	286.0	288.0	231.0	298.0	257.0	235.0	241.0	214.0	glucose uptake protein
K02427	9673.0	7514.0	10049.0	10039.0	12819.0	10735.0	7886.0	6789.0	7864.0	8301.0	8678.0	7619.0	8840.0	11177.0	9209.0	9410.0	9819.0	9415.0	ribosomal RNA large subunit methyltransferase E [EC:2.1.1.-]
K05346	42.0	40.0	25.0	106.0	24.0	46.0	138.0	68.0	60.0	88.0	37.0	117.0	24.0	13.0	29.0	21.0	18.0	28.0	deoxyribonucleoside regulator
K02425	0.0	0.0	1.0	1.0	0.0	0.0	40.0	0.0	0.0	27.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	2.0	FliZ protein
K02424	184.0	171.0	183.0	154.0	272.0	199.0	245.0	254.0	112.0	337.0	218.0	313.0	118.0	156.0	149.0	132.0	219.0	181.0	cystine transport system substrate-binding protein
K05349	8258.0	12156.0	10016.0	10300.0	7866.0	9500.0	9731.0	10580.0	10472.0	9175.0	10569.0	10324.0	11347.0	10020.0	10941.0	10774.0	12098.0	10589.0	beta-glucosidase [EC:3.2.1.21]
K02428	6874.0	8457.0	9119.0	7695.0	7293.0	7889.0	8614.0	8606.0	7909.0	7282.0	8581.0	8521.0	8288.0	8324.0	9114.0	8613.0	9049.0	8865.0	nucleoside-triphosphate pyrophosphatase [EC:3.6.1.19]
K03770	10040.0	7886.0	10821.0	10413.0	13401.0	11117.0	8578.0	7673.0	8858.0	9063.0	9300.0	8325.0	9584.0	11947.0	10039.0	10142.0	10402.0	10176.0	peptidyl-prolyl cis-trans isomerase D [EC:5.2.1.8]
K03771	11979.0	9719.0	13698.0	12672.0	16340.0	13253.0	10086.0	9686.0	10945.0	10968.0	11053.0	9871.0	11569.0	14155.0	11984.0	12014.0	12413.0	12157.0	peptidyl-prolyl cis-trans isomerase SurA [EC:5.2.1.8]
K03772	12316.0	8273.0	11466.0	12725.0	17028.0	13018.0	8473.0	7436.0	10452.0	10350.0	10306.0	8763.0	12079.0	15997.0	11417.0	11880.0	12819.0	11376.0	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA [EC:5.2.1.8]
K03773	976.0	853.0	964.0	922.0	1238.0	980.0	1241.0	1298.0	1125.0	1201.0	1289.0	1333.0	1038.0	1127.0	1245.0	1178.0	1086.0	1185.0	FKBP-type peptidyl-prolyl cis-trans isomerase FklB [EC:5.2.1.8]
K03774	5763.0	3724.0	5336.0	5860.0	8270.0	5960.0	3580.0	3302.0	4630.0	4865.0	4465.0	3659.0	5489.0	7241.0	4939.0	5259.0	5834.0	4993.0	FKBP-type peptidyl-prolyl cis-trans isomerase SlpA [EC:5.2.1.8]
K03775	9394.0	7025.0	8714.0	9416.0	12040.0	10200.0	7476.0	6505.0	8261.0	8345.0	8606.0	7522.0	9012.0	11162.0	9475.0	9579.0	9854.0	9393.0	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD [EC:5.2.1.8]
K03776	10758.0	6963.0	10077.0	10838.0	15549.0	10837.0	6896.0	6326.0	8583.0	9150.0	8533.0	6793.0	10441.0	13719.0	9585.0	9966.0	11024.0	9583.0	aerotaxis receptor
K03777	1153.0	1030.0	1278.0	1157.0	1139.0	1265.0	1369.0	1102.0	1116.0	1107.0	1459.0	1372.0	1094.0	1349.0	1543.0	1526.0	1382.0	1620.0	D-lactate dehydrogenase [EC:1.1.1.28]
K03778	1735.0	2025.0	1758.0	1723.0	1607.0	2004.0	2919.0	2443.0	2436.0	2159.0	2584.0	3115.0	2674.0	3008.0	2764.0	2587.0	3063.0	2249.0	D-lactate dehydrogenase [EC:1.1.1.28]
K03779	120.0	113.0	102.0	92.0	85.0	111.0	149.0	102.0	103.0	94.0	93.0	132.0	95.0	86.0	139.0	126.0	95.0	106.0	L(+)-tartrate dehydratase alpha subunit [EC:4.2.1.32]
K09722	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	4-phosphopantoate---beta-alanine ligase [EC:6.3.2.36];hypothetical protein
K08174	21.0	20.0	16.0	101.0	12.0	38.0	45.0	42.0	25.0	54.0	14.0	34.0	16.0	9.0	19.0	12.0	13.0	14.0	MFS transporter, FHS family, glucose/mannose:H+ symporter
K14114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	energy-converting hydrogenase B subunit E
K13979	3566.0	4359.0	4586.0	4434.0	3851.0	4152.0	4131.0	3737.0	3915.0	3689.0	4275.0	4414.0	3831.0	3827.0	4306.0	4513.0	4357.0	4152.0	uncharacterized zinc-type alcohol dehydrogenase-like protein [EC:1.-.-.-]
K13237	205.0	179.0	345.0	171.0	276.0	149.0	213.0	218.0	275.0	357.0	228.0	186.0	218.0	228.0	237.0	287.0	246.0	219.0	peroxisomal 2,4-dienoyl-CoA reductase [EC:1.3.1.34]
K14440	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 [EC:3.6.4.12]
K09992	2772.0	3343.0	3271.0	3001.0	2946.0	3068.0	3452.0	3551.0	3154.0	2923.0	3482.0	3516.0	3045.0	2916.0	3536.0	3338.0	3289.0	3262.0	hypothetical protein
K09990	4460.0	3364.0	4285.0	4577.0	5706.0	4483.0	3483.0	3141.0	4035.0	4177.0	3971.0	3360.0	4808.0	6310.0	4300.0	4846.0	5137.0	4404.0	hypothetical protein
K09991	1874.0	1815.0	2735.0	2257.0	2809.0	2445.0	1790.0	1655.0	1317.0	1519.0	1922.0	1648.0	1412.0	1717.0	1736.0	1846.0	1903.0	1890.0	hypothetical protein
K09996	4.0	6.0	9.0	9.0	7.0	6.0	29.0	6.0	10.0	30.0	8.0	32.0	20.0	12.0	8.0	13.0	5.0	14.0	arginine transport system substrate-binding protein
K09997	0.0	0.0	1.0	1.0	0.0	0.0	23.0	1.0	0.0	27.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	2.0	arginine transport system substrate-binding protein
K09994	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	2.0	PhnO protein [EC:2.3.1.-]
K14110	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	energy-converting hydrogenase B subunit A
K09998	0.0	0.0	1.0	1.0	0.0	0.0	23.0	1.0	0.0	27.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	2.0	arginine transport system permease protein
K09999	4.0	6.0	8.0	8.0	7.0	6.0	29.0	6.0	9.0	30.0	8.0	31.0	19.0	12.0	9.0	13.0	5.0	14.0	arginine transport system permease protein
K14111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	energy-converting hydrogenase B subunit B
K14113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	energy-converting hydrogenase B subunit D
K14449	899.0	960.0	1277.0	918.0	1330.0	1165.0	936.0	891.0	670.0	734.0	868.0	764.0	750.0	819.0	883.0	837.0	800.0	951.0	mesaconyl-CoA hydratase
K10213	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	ribosylpyrimidine nucleosidase [EC:3.2.2.8]
K14118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	energy-converting hydrogenase B subunit I
K11711	4716.0	2921.0	4373.0	4732.0	6744.0	4673.0	2806.0	2492.0	3795.0	3927.0	3594.0	2810.0	4552.0	6264.0	3945.0	4376.0	4856.0	3992.0	two-component system, LuxR family, sensor histidine kinase DctS [EC:2.7.13.3]
K11710	536.0	678.0	782.0	649.0	928.0	708.0	662.0	885.0	595.0	627.0	563.0	674.0	563.0	495.0	554.0	508.0	571.0	592.0	manganese/zinc/iron transport system ATP- binding protein
K11712	5248.0	3435.0	4929.0	5310.0	7449.0	5356.0	3226.0	2925.0	4334.0	4361.0	4144.0	3245.0	5068.0	6818.0	4522.0	4896.0	5444.0	4572.0	two-component system, LuxR family, response regulator DctR
K11717	24520.0	25105.0	28353.0	25905.0	28635.0	26653.0	25260.0	24725.0	25180.0	23891.0	26081.0	24511.0	27381.0	29834.0	28208.0	27648.0	28957.0	27548.0	cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16]
K11719	8761.0	6669.0	9047.0	9108.0	11598.0	9528.0	6862.0	5870.0	7098.0	7342.0	7784.0	6768.0	7969.0	10242.0	8211.0	8563.0	8844.0	8426.0	lipopolysaccharide export system protein LptC
K06857	4481.0	2978.0	4199.0	4403.0	6493.0	4257.0	2766.0	2492.0	3517.0	3752.0	3520.0	2819.0	4279.0	5890.0	3859.0	4294.0	4732.0	3862.0	tungstate transport system ATP-binding protein;putative tungstate transport system ATP-binding protein
K10440	16606.0	21066.0	21605.0	20421.0	19996.0	21165.0	16922.0	18452.0	16513.0	15718.0	18190.0	17593.0	17775.0	17719.0	18224.0	18567.0	21237.0	18832.0	ribose transport system permease protein
K10441	15248.0	18176.0	19381.0	18978.0	18973.0	19684.0	15112.0	16110.0	14832.0	14322.0	16371.0	15835.0	15927.0	16135.0	16233.0	16639.0	18196.0	16717.0	ribose transport system ATP-binding protein [EC:3.6.3.17]
K07103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	None
K07102	9176.0	7050.0	9685.0	9647.0	12545.0	10123.0	7494.0	6497.0	7567.0	7821.0	8373.0	7369.0	8500.0	10846.0	8880.0	9097.0	9418.0	8974.0	None
K07101	6338.0	5055.0	6640.0	6709.0	8770.0	6645.0	4801.0	4738.0	5875.0	5646.0	5792.0	5119.0	6971.0	8636.0	6217.0	6791.0	7729.0	5851.0	None
K07100	1997.0	2289.0	2634.0	2502.0	2419.0	2660.0	2321.0	2387.0	2428.0	2128.0	2706.0	2792.0	2747.0	3008.0	2592.0	2652.0	3419.0	2151.0	None
K07107	33576.0	35034.0	39343.0	36881.0	41080.0	37707.0	31928.0	31735.0	32309.0	31728.0	34079.0	31965.0	35659.0	38880.0	36524.0	36804.0	39508.0	36384.0	acyl-CoA thioester hydrolase [EC:3.1.2.-]
K07106	3134.0	3955.0	4492.0	3989.0	3941.0	3837.0	4203.0	4119.0	4222.0	3548.0	4057.0	4191.0	4509.0	4604.0	4291.0	4147.0	4822.0	4117.0	N-acetylmuramic acid 6-phosphate etherase [EC:4.2.-.-]
K07105	61.0	97.0	51.0	47.0	32.0	52.0	197.0	93.0	115.0	98.0	89.0	198.0	46.0	23.0	59.0	55.0	30.0	61.0	None
K07456	1331.0	1480.0	1612.0	1342.0	1457.0	1534.0	2581.0	2336.0	2300.0	2021.0	2155.0	2509.0	2401.0	2380.0	2385.0	1949.0	2214.0	1944.0	DNA mismatch repair protein MutS2
K07459	834.0	819.0	971.0	931.0	1140.0	1147.0	985.0	751.0	771.0	819.0	922.0	994.0	728.0	749.0	876.0	942.0	881.0	822.0	putative ATP-dependent endonuclease of the OLD family
K07458	3349.0	4270.0	4183.0	4108.0	3452.0	4128.0	3433.0	3450.0	3185.0	2974.0	3512.0	3578.0	3449.0	3510.0	3636.0	3740.0	3823.0	3378.0	DNA mismatch endonuclease, patch repair protein [EC:3.1.-.-]
K07109	36.0	29.0	16.0	8.0	13.0	25.0	71.0	31.0	24.0	59.0	28.0	59.0	14.0	16.0	22.0	19.0	12.0	19.0	None
K07108	2.0	6.0	0.0	0.0	0.0	0.0	6.0	6.0	2.0	0.0	2.0	12.0	6.0	0.0	4.0	6.0	4.0	6.0	None
K10198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	glucose/arabinose transport system permease protein
K10199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	glucose/arabinose transport system ATP-binding protein
K10190	1512.0	1806.0	1992.0	1878.0	1580.0	1858.0	1407.0	1747.0	1628.0	1490.0	1776.0	1703.0	1439.0	1585.0	1671.0	1964.0	1991.0	1734.0	lactose/L-arabinose transport system permease protein
K10191	376.0	301.0	628.0	448.0	814.0	549.0	249.0	392.0	206.0	301.0	340.0	243.0	273.0	322.0	302.0	345.0	429.0	383.0	lactose/L-arabinose transport system ATP-binding protein
K10192	37.0	15.0	73.0	34.0	38.0	28.0	21.0	34.0	23.0	66.0	41.0	65.0	17.0	25.0	27.0	50.0	33.0	36.0	oligogalacturonide transport system substrate-binding protein
K10193	37.0	14.0	71.0	33.0	37.0	28.0	18.0	33.0	22.0	64.0	41.0	61.0	16.0	25.0	27.0	49.0	32.0	35.0	oligogalacturonide transport system permease protein
K10194	48.0	27.0	75.0	120.0	42.0	50.0	49.0	62.0	32.0	100.0	50.0	83.0	26.0	28.0	36.0	57.0	38.0	42.0	oligogalacturonide transport system permease protein
K10195	37.0	14.0	70.0	33.0	36.0	28.0	17.0	33.0	22.0	64.0	41.0	60.0	16.0	25.0	26.0	48.0	32.0	34.0	oligogalacturonide transport system ATP-binding protein
K10196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	glucose/arabinose transport system substrate-binding protein
K10197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	glucose/arabinose transport system permease protein
K15013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	long-chain-fatty-acid--CoA ligase ACSBG [EC:6.2.1.3]
K01858	3770.0	5849.0	5143.0	4493.0	3004.0	4094.0	4532.0	5205.0	5230.0	4097.0	4638.0	4722.0	5054.0	4246.0	5088.0	5095.0	5088.0	5082.0	myo-inositol-1-phosphate synthase [EC:5.5.1.4]
K15016	32.0	39.0	15.0	19.0	15.0	42.0	54.0	31.0	24.0	17.0	25.0	44.0	20.0	16.0	21.0	24.0	30.0	26.0	3-hydroxybutyryl-CoA dehydratase / 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.55 1.1.1.35]
K15017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	succinyl-CoA reductase (NADPH) [EC:1.2.1.-]
K01853	13.0	8.0	6.0	3.0	6.0	4.0	9.0	10.0	4.0	18.0	8.0	8.0	2.0	2.0	4.0	7.0	4.0	6.0	cycloartenol synthase [EC:5.4.99.8]
K01852	12.0	16.0	4.0	3.0	4.0	10.0	12.0	14.0	14.0	8.0	16.0	17.0	8.0	6.0	6.0	4.0	4.0	4.0	lanosterol synthase [EC:5.4.99.7]
K01851	1.0	1.0	2.0	0.0	16.0	2.0	3.0	7.0	1.0	3.0	9.0	4.0	0.0	1.0	1.0	3.0	1.0	1.0	salicylate biosynthesis isochorismate synthase [EC:5.4.4.2]
K01850	1064.0	1481.0	1403.0	1445.0	1279.0	1120.0	1021.0	999.0	989.0	1046.0	973.0	916.0	1358.0	1116.0	1251.0	1349.0	1298.0	1281.0	chorismate mutase [EC:5.4.99.5]
K01857	4992.0	5263.0	5972.0	5803.0	6668.0	5922.0	3888.0	3884.0	4179.0	4190.0	4555.0	4080.0	4687.0	4774.0	4586.0	5092.0	5400.0	4832.0	3-carboxy-cis,cis-muconate cycloisomerase [EC:5.5.1.2]
K01856	1479.0	1492.0	1820.0	1752.0	1941.0	1910.0	1493.0	1513.0	1385.0	1369.0	1581.0	1632.0	1354.0	1393.0	1437.0	1749.0	1465.0	1527.0	muconate cycloisomerase [EC:5.5.1.1]
K01854	2425.0	3563.0	3726.0	3162.0	2741.0	2812.0	2521.0	2877.0	2374.0	2240.0	2942.0	2707.0	2819.0	2644.0	3178.0	3001.0	3045.0	2846.0	UDP-galactopyranose mutase [EC:5.4.99.9]
K07539	176.0	206.0	236.0	156.0	129.0	202.0	266.0	158.0	140.0	130.0	169.0	200.0	120.0	126.0	148.0	168.0	104.0	180.0	6-oxo-cyclohex-1-ene-carbonyl-CoA hydrolase [EC:3.7.1.-]
K08478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	phosphoglycerate transport regulatory protein PgtC
K08479	22.0	65.0	99.0	21.0	86.0	101.0	653.0	489.0	402.0	195.0	639.0	773.0	732.0	716.0	551.0	405.0	829.0	222.0	two-component system, OmpR family, clock-associated histidine kinase SasA [EC:2.7.13.3]
K08476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	two-component system, NtrC family, phosphoglycerate transport system response regulator PgtA
K08477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	outer membrane protease E [EC:3.4.21.-]
K08475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	two-component system, NtrC family, phosphoglycerate transport system sensor histidine kinase PgtB [EC:2.7.13.3]
K00450	2837.0	2794.0	3682.0	3200.0	3776.0	3311.0	2374.0	2084.0	2273.0	2292.0	2550.0	2313.0	2505.0	2518.0	2473.0	2788.0	2795.0	2764.0	gentisate 1,2-dioxygenase [EC:1.13.11.4]
K00451	8696.0	8542.0	9894.0	9606.0	10883.0	9597.0	7889.0	8286.0	8898.0	8497.0	8680.0	7946.0	9656.0	11088.0	9437.0	9567.0	10201.0	9477.0	homogentisate 1,2-dioxygenase [EC:1.13.11.5]
K00452	1266.0	1506.0	1764.0	1403.0	1414.0	1418.0	1347.0	1774.0	1874.0	1520.0	1528.0	1411.0	1598.0	1756.0	1686.0	1641.0	1786.0	1884.0	3-hydroxyanthranilate 3,4-dioxygenase [EC:1.13.11.6]
K00453	5877.0	7216.0	7455.0	7098.0	6956.0	7162.0	5678.0	6415.0	6348.0	5902.0	6354.0	5806.0	6740.0	6531.0	6789.0	6930.0	7137.0	7041.0	tryptophan 2,3-dioxygenase [EC:1.13.11.11]
K00455	304.0	269.0	534.0	375.0	773.0	473.0	226.0	374.0	173.0	354.0	305.0	290.0	234.0	279.0	240.0	267.0	396.0	336.0	3,4-dihydroxyphenylacetate 2,3-dioxygenase [EC:1.13.11.15]
K00456	26.0	24.0	10.0	6.0	10.0	14.0	20.0	24.0	18.0	26.0	24.0	25.0	10.0	8.0	10.0	11.0	8.0	10.0	cysteine dioxygenase [EC:1.13.11.20]
K00457	12791.0	12567.0	14910.0	13946.0	16480.0	14629.0	11376.0	11729.0	12775.0	12109.0	12863.0	11620.0	13898.0	15673.0	13607.0	13975.0	15770.0	13648.0	4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]
K00106	9.0	9.0	8.0	6.0	5.0	6.0	30.0	23.0	37.0	18.0	17.0	32.0	22.0	27.0	22.0	20.0	15.0	17.0	xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]
K00459	16371.0	15543.0	19107.0	18565.0	21537.0	19221.0	13644.0	13076.0	14031.0	14080.0	15426.0	13824.0	16212.0	18235.0	16189.0	16625.0	17754.0	16585.0	nitronate monooxygenase [EC:1.13.12.16]
K00104	24454.0	23744.0	27616.0	26402.0	30724.0	25422.0	21757.0	21607.0	23193.0	22783.0	23931.0	21579.0	27086.0	30633.0	26275.0	26337.0	28132.0	26059.0	glycolate oxidase [EC:1.1.3.15]
K00105	18.0	10.0	24.0	16.0	28.0	23.0	26.0	19.0	24.0	35.0	27.0	23.0	22.0	35.0	41.0	35.0	15.0	33.0	alpha-glycerophosphate oxidase [EC:1.1.3.21]
K00102	8316.0	7007.0	9260.0	9189.0	11665.0	9101.0	6385.0	6048.0	6576.0	6967.0	7231.0	6079.0	8094.0	9579.0	7826.0	8110.0	8274.0	7930.0	D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]
K00103	1748.0	2839.0	2291.0	2204.0	1635.0	1954.0	1937.0	2162.0	2211.0	1807.0	1928.0	1826.0	2470.0	2013.0	2191.0	2356.0	2529.0	2306.0	L-gulonolactone oxidase [EC:1.1.3.8]
K00100	31914.0	32780.0	37231.0	35313.0	38843.0	35801.0	29794.0	27972.0	28626.0	28984.0	31862.0	29304.0	32073.0	34850.0	33100.0	34205.0	35797.0	33444.0	None
K00101	13626.0	12223.0	14728.0	14858.0	18103.0	14366.0	10710.0	10440.0	11671.0	12068.0	12494.0	10565.0	14219.0	16861.0	13385.0	14239.0	15516.0	13755.0	L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]
K01509	25.0	52.0	63.0	43.0	15.0	27.0	37.0	38.0	29.0	29.0	33.0	34.0	34.0	41.0	30.0	51.0	28.0	50.0	adenosinetriphosphatase [EC:3.6.1.3]
K04759	8349.0	7289.0	8800.0	8496.0	10256.0	9103.0	8504.0	7881.0	8537.0	8137.0	8905.0	8433.0	9342.0	11241.0	9726.0	9527.0	9677.0	9205.0	ferrous iron transport protein B
K04758	8124.0	7140.0	8587.0	8396.0	10213.0	8918.0	8254.0	7769.0	8450.0	7991.0	8749.0	8260.0	9216.0	11079.0	9514.0	9430.0	9521.0	9003.0	ferrous iron transport protein A
K04757	1359.0	1662.0	1002.0	1299.0	1085.0	1515.0	2438.0	2157.0	1984.0	1805.0	2086.0	2486.0	2370.0	2100.0	2327.0	1890.0	2123.0	1722.0	anti-sigma B factor [EC:2.7.11.1]
K01504	299.0	309.0	288.0	301.0	365.0	419.0	263.0	235.0	206.0	297.0	331.0	315.0	246.0	285.0	242.0	287.0	301.0	266.0	glucosamine-6-phosphate isomerase [EC:3.5.99.6]
K04755	18610.0	14774.0	20644.0	19731.0	26422.0	20672.0	14734.0	13642.0	15412.0	16040.0	16534.0	14278.0	17736.0	22086.0	17677.0	18289.0	19795.0	17787.0	ferredoxin, 2Fe-2S
